"gene_name" "rank"
"GID4" "GID4" 0.598992197228842
"GATAD2B" "GATAD2B" 0.598739677311177
"PPIP5K1" "PPIP5K1" 0.598259749646433
"TMTC2" "TMTC2" -0.598202798549054
"DPP3" "DPP3" 0.598096498115316
"LGALS3" "LGALS3" 0.598053508017201
"RPP25" "RPP25" 0.598023308381741
"SFT2D2" "SFT2D2" -0.598006347065607
"AC092375.2" "AC092375.2" -0.598001471275577
"PECR" "PECR" 0.597867136069728
"CAMTA1" "CAMTA1" -0.597812838559211
"AP001062.1" "AP001062.1" 0.597752899658626
"TSR2" "TSR2" 0.597741692659934
"CMC1" "CMC1" -0.597720441917126
"PLCE1" "PLCE1" 0.597605546036598
"SCN8A" "SCN8A" 0.597369224485608
"NFIL3" "NFIL3" -0.597069187101044
"TEKT4P2" "TEKT4P2" -0.597027931562823
"LINC01881" "LINC01881" 0.596972603314845
"PLA2G15" "PLA2G15" 0.596960660356392
"DMTF1" "DMTF1" -0.596933365273587
"RBM5" "RBM5" -0.596867933586089
"SHF" "SHF" 0.596759866203512
"ENO3" "ENO3" -0.596743715535274
"EPS8" "EPS8" 0.596721771178385
"AC023509.1" "AC023509.1" 0.596716958442026
"ZNF688" "ZNF688" 0.596518062490593
"CFL1" "CFL1" 0.596355216711216
"RNF7" "RNF7" 0.596283402649186
"MBTPS2" "MBTPS2" -0.596157402621505
"EFTUD2" "EFTUD2" -0.596068528651255
"AC068631.3" "AC068631.3" -0.596017286719648
"RUNX1" "RUNX1" 0.595987427670257
"DUS4L" "DUS4L" -0.595980739466025
"AC060764.1" "AC060764.1" 0.595973725588629
"METTL5" "METTL5" -0.595919769729863
"SELPLG" "SELPLG" 0.595589169555066
"GPD1" "GPD1" 0.595159832836212
"ZNF148" "ZNF148" -0.594704364658103
"AC067930.8" "AC067930.8" 0.594575489358465
"PRDX2" "PRDX2" -0.594318486163542
"PRPF19" "PRPF19" 0.594315415693328
"ANP32E" "ANP32E" -0.594260798269699
"AMIGO2" "AMIGO2" 0.594170521800957
"CAMK1D" "CAMK1D" 0.594164801386748
"MFSD1" "MFSD1" -0.593695614384026
"TAGAP-AS1" "TAGAP-AS1" -0.59357463323939
"PPP3CC" "PPP3CC" -0.593553413286287
"STK38L" "STK38L" -0.593522773627465
"TRMT9B" "TRMT9B" -0.593470354292401
"KRAS" "KRAS" -0.593196405726485
"PEX7" "PEX7" -0.593064314443971
"C1orf21" "C1orf21" -0.59282928449333
"TMED2-DT" "TMED2-DT" 0.592560624522933
"AC025171.1" "AC025171.1" 0.592552316638021
"SYMPK" "SYMPK" 0.592515267971029
"ATP6V1A" "ATP6V1A" -0.592359416274737
"SPHK2" "SPHK2" 0.591828091682196
"LRP3" "LRP3" 0.59171313720687
"SNAP23" "SNAP23" 0.591700509283783
"FAM217B" "FAM217B" -0.591607415358915
"GPAT4" "GPAT4" 0.591418882008158
"SLC25A32" "SLC25A32" -0.591361248869055
"MESD" "MESD" -0.590933616621491
"ASMTL-AS1" "ASMTL-AS1" 0.590796258911917
"ZNF121" "ZNF121" 0.59046642330936
"CCDC91" "CCDC91" -0.590344878922303
"OAZ1" "OAZ1" 0.590340897778905
"AP006621.5" "AP006621.5" 0.59021545656365
"ATF6B" "ATF6B" 0.590013874917219
"FLVCR2" "FLVCR2" -0.589879351179691
"KIF13A" "KIF13A" -0.589858554492812
"CNOT11" "CNOT11" -0.589796799206335
"SLC41A2" "SLC41A2" -0.589783396891855
"USE1" "USE1" 0.589753883951265
"TMEM81" "TMEM81" 0.589752380466563
"DYNLT2" "DYNLT2" -0.589709844894005
"FBXO25" "FBXO25" -0.589531415433664
"DESI1" "DESI1" -0.589530967697123
"IL4I1" "IL4I1" -0.589520128596578
"COQ5" "COQ5" -0.589458441841786
"GABBR1" "GABBR1" -0.589454201906164
"VGLL3" "VGLL3" 0.589436508153422
"NIPBL-DT" "NIPBL-DT" -0.589177915161007
"AAGAB" "AAGAB" -0.589118561440113
"DPF2" "DPF2" 0.589009267337938
"PUS7" "PUS7" -0.5889530630171
"TMEM255B" "TMEM255B" 0.588867352442732
"MRPL42" "MRPL42" -0.588859549502937
"CAPG" "CAPG" 0.588666844567559
"PPP1R12C" "PPP1R12C" 0.588617560575931
"AC090517.5" "AC090517.5" 0.58854877878183
"HARS1" "HARS1" -0.588459305524218
"EPM2A" "EPM2A" 0.588215314819898
"PJA1" "PJA1" 0.588027394284341
"NUDT22" "NUDT22" 0.587977923463858
"RB1CC1" "RB1CC1" -0.587850175719434
"HLA-A" "HLA-A" -0.587848036314782
"AKR1A1" "AKR1A1" 0.587719494430836
"FAM91A1" "FAM91A1" -0.587698558879051
"BIN1" "BIN1" -0.587639999263311
"SELENOI" "SELENOI" -0.587545880564125
"RCSD1" "RCSD1" -0.587075123557858
"FAM110B" "FAM110B" 0.586914019994729
"ZKSCAN2-DT" "ZKSCAN2-DT" -0.586751419507488
"KDM8" "KDM8" -0.586747628383641
"CLEC12A" "CLEC12A" 0.586608506654245
"NAA16" "NAA16" -0.58655156996047
"CHST15" "CHST15" -0.586515820434893
"SIPA1L1" "SIPA1L1" -0.5864480683499
"ATP9B" "ATP9B" -0.586154763475173
"AMY2B" "AMY2B" -0.586128304905079
"AC138207.4" "AC138207.4" -0.5859159689745
"EBPL" "EBPL" -0.585773122513018
"AC092803.1" "AC092803.1" 0.585437371262194
"HNMT" "HNMT" -0.585316472606436
"DAP" "DAP" 0.58531552623128
"POLK" "POLK" -0.585226862237942
"LINC00869" "LINC00869" 0.585146825678485
"NEK8" "NEK8" 0.584885527983213
"RAN" "RAN" 0.584620645233614
"CMIP" "CMIP" -0.584567580175489
"MRPL48" "MRPL48" -0.584522512198928
"USF1" "USF1" -0.584506227686372
"SNAPIN" "SNAPIN" -0.584373209834667
"ZNF879" "ZNF879" -0.583978810306957
"ZNF674-AS1" "ZNF674-AS1" 0.583550496197517
"AC074386.1" "AC074386.1" 0.583368681643367
"UBR1" "UBR1" -0.583246094999798
"CLDN12" "CLDN12" 0.583086011843418
"RHBDF2" "RHBDF2" -0.582665226280443
"CDK18" "CDK18" 0.58258474100351
"LSP1" "LSP1" -0.582466240745133
"SLC2A6" "SLC2A6" 0.582112139693279
"REXO4" "REXO4" 0.581754653577542
"FSD1L" "FSD1L" -0.581515312896898
"POLR2M" "POLR2M" 0.581162158168416
"ABCC10" "ABCC10" 0.58079158940458
"LRP10" "LRP10" 0.580740636719081
"METTL14" "METTL14" -0.58062226648998
"PCTP" "PCTP" 0.580618689266074
"SEMA7A" "SEMA7A" -0.58058665407105
"THAP7-AS1" "THAP7-AS1" 0.580537830815022
"POLR3H" "POLR3H" 0.580497607763875
"RPAP3-DT" "RPAP3-DT" -0.58025938195886
"SYNC" "SYNC" 0.580163101174578
"TMEM234" "TMEM234" 0.580159689796674
"STYXL1" "STYXL1" 0.579971524718062
"YIPF1" "YIPF1" -0.579830997019663
"MAGI2" "MAGI2" 0.579770234856878
"TEX30" "TEX30" -0.579470059180024
"SYNJ2BP" "SYNJ2BP" 0.579402076735058
"ZCCHC14" "ZCCHC14" 0.579338426638364
"RMND1" "RMND1" -0.579279439728737
"DDX18" "DDX18" -0.579133813909301
"H2AZ1" "H2AZ1" 0.579046252043375
"AP5B1" "AP5B1" 0.579021408556774
"GREM1" "GREM1" -0.578964181074461
"ATXN7L2" "ATXN7L2" 0.578723384862328
"SMIM2-AS1" "SMIM2-AS1" 0.578622557578865
"ACBD3" "ACBD3" -0.578566393152423
"POMC" "POMC" 0.578265636671164
"TMEM51-AS1" "TMEM51-AS1" 0.577958315386845
"RPL24P2" "RPL24P2" -0.577794168647749
"NAPA" "NAPA" -0.577646047418813
"ZNF137P" "ZNF137P" -0.577602334686164
"TSSK4" "TSSK4" 0.577210379957839
"ARL11" "ARL11" 0.577127670193331
"MAP3K7CL" "MAP3K7CL" -0.576822636772803
"FPGT" "FPGT" -0.576760473454404
"G3BP2" "G3BP2" -0.576176530838197
"PHIP" "PHIP" -0.57615388105127
"ARHGEF17" "ARHGEF17" -0.576117540504779
"GIMAP1" "GIMAP1" -0.576033158825801
"ACTR3B" "ACTR3B" 0.576011508976189
"CCDC51" "CCDC51" 0.575874632528479
"DIRAS1" "DIRAS1" -0.575858208801828
"EEF1AKMT2" "EEF1AKMT2" -0.57579484655661
"NBPF25P" "NBPF25P" 0.575591277352642
"IL36B" "IL36B" 0.57538454777166
"SLC22A4" "SLC22A4" -0.575269908868814
"GALNS" "GALNS" 0.575181699844184
"ZNF266" "ZNF266" -0.57507639082759
"FAM156B" "FAM156B" 0.574913700222194
"CLEC4E" "CLEC4E" -0.574810780047201
"BMPR2" "BMPR2" -0.574732953186411
"CABLES1" "CABLES1" 0.57472583342803
"LRP12" "LRP12" -0.574619936084587
"VAMP4" "VAMP4" -0.574386535536385
"UROD" "UROD" 0.573979160489506
"RBMS1" "RBMS1" -0.573860936722382
"ASPSCR1" "ASPSCR1" 0.573795654317107
"CCNL2" "CCNL2" 0.573666413619163
"ANKHD1-EIF4EBP3" "ANKHD1-EIF4EBP3" -0.57358301269554
"SMARCB1" "SMARCB1" 0.573560241797681
"RPA2" "RPA2" -0.572783535844916
"AL162417.1" "AL162417.1" 0.572368433591368
"SCFD2" "SCFD2" 0.572179931930513
"SLC12A2" "SLC12A2" -0.572167930554841
"CCDC28A" "CCDC28A" -0.572125157047028
"PYURF" "PYURF" -0.571972708728435
"PIGH" "PIGH" 0.571824360351299
"AC016831.1" "AC016831.1" 0.571779661394612
"PABIR3" "PABIR3" -0.571701529212722
"SLCO4A1" "SLCO4A1" -0.571633845280809
"TOMM5" "TOMM5" -0.571528003615736
"PSPN" "PSPN" 0.571451970378623
"VGLL4" "VGLL4" 0.571410559722223
"ZNF57" "ZNF57" -0.571191344296579
"RCBTB2" "RCBTB2" -0.571119128421403
"UQCRHL" "UQCRHL" -0.57086432204
"SHMT1" "SHMT1" -0.570635392195539
"ALKBH4" "ALKBH4" 0.570604215792118
"RNF10" "RNF10" 0.570590593534809
"JAK3" "JAK3" -0.570542307099957
"AC108010.1" "AC108010.1" 0.570337521630978
"SKIL" "SKIL" -0.570311769119747
"FHIT" "FHIT" 0.569943184824145
"SPTLC1" "SPTLC1" -0.569768677354922
"RND3" "RND3" -0.569619538651245
"NTMT1" "NTMT1" 0.569466704947158
"AGK" "AGK" -0.569454122060265
"TBC1D2" "TBC1D2" 0.569420939173262
"SPRY2" "SPRY2" -0.568731550517163
"AC092279.2" "AC092279.2" 0.568702196937163
"KDM3B" "KDM3B" -0.568576921577006
"MIRLET7A1HG" "MIRLET7A1HG" -0.568481463449228
"FCHSD1" "FCHSD1" 0.568452302232652
"CDC26" "CDC26" -0.568233876305618
"MCFD2" "MCFD2" 0.568136901775514
"TLR2" "TLR2" -0.567868979232311
"RRN3" "RRN3" -0.567562335837477
"BEX4" "BEX4" -0.567526442336925
"AC018362.1" "AC018362.1" -0.567461859680275
"NPIPB15" "NPIPB15" -0.567387625365144
"ZBTB5" "ZBTB5" -0.567381817640189
"NEK6" "NEK6" 0.567356453494676
"SPAG5" "SPAG5" -0.567185200438568
"MEAK7" "MEAK7" 0.567103811673359
"CLEC11A" "CLEC11A" -0.566782898235467
"HOMER3" "HOMER3" 0.566767140699057
"D2HGDH" "D2HGDH" 0.566702422939134
"RNF215" "RNF215" 0.566621852869811
"SLC25A10" "SLC25A10" 0.5665996897445
"TUFT1" "TUFT1" 0.566190202013218
"EIF2AK1" "EIF2AK1" -0.566174575673761
"PLEKHA1" "PLEKHA1" 0.566033839915206
"RBM47" "RBM47" 0.565792235975023
"ETHE1" "ETHE1" 0.565659360739839
"ABHD15" "ABHD15" 0.565413270728768
"TFIP11" "TFIP11" -0.56537387817938
"HLA-V" "HLA-V" 0.565286051956
"PKIA" "PKIA" 0.565168951788316
"MRPL4" "MRPL4" 0.565114680125058
"GLIDR" "GLIDR" 0.565100236237828
"KANSL1-AS1" "KANSL1-AS1" -0.564674522462124
"STYXL2" "STYXL2" -0.564649712841714
"NRIR" "NRIR" -0.564624305436817
"POLI" "POLI" 0.564515236116068
"COX14" "COX14" 0.564208044276248
"SRSF3" "SRSF3" -0.564130264379975
"CASTOR2" "CASTOR2" 0.563990451522101
"HLA-H" "HLA-H" -0.563935645405579
"CHDH" "CHDH" 0.563916763012592
"AAK1" "AAK1" 0.563661329825334
"HEXA" "HEXA" 0.563653565087422
"PPAN" "PPAN" 0.56331766427759
"SLC16A13" "SLC16A13" 0.562907425459933
"STK32C" "STK32C" 0.562536881588073
"DNTTIP1" "DNTTIP1" -0.56248813514396
"SLAIN2" "SLAIN2" 0.562395694343723
"UQCC1" "UQCC1" -0.562310168123654
"SERPING1" "SERPING1" -0.562170521424111
"AC118344.4" "AC118344.4" 0.561868177143506
"SCAND1" "SCAND1" 0.561558904057006
"BCKDHA" "BCKDHA" 0.561522758886057
"KLHL21" "KLHL21" 0.561522692633909
"APH1A" "APH1A" 0.561468521732719
"TMEM220" "TMEM220" 0.561451991413788
"PTBP1" "PTBP1" 0.561412725450226
"LINC02432" "LINC02432" 0.561376634006845
"MPZL3" "MPZL3" -0.561308831614802
"KCNK6" "KCNK6" 0.561305692454009
"IMP3" "IMP3" 0.561188428152364
"ZNF516" "ZNF516" 0.561135101462146
"ATP5MC2" "ATP5MC2" 0.561134915071014
"GPR135" "GPR135" 0.561103880258727
"SP2-AS1" "SP2-AS1" -0.560865136481056
"SH3BP4" "SH3BP4" 0.560728463194443
"MCM8" "MCM8" -0.560717354018004
"EEF1A1" "EEF1A1" -0.560661759569749
"CCNE1" "CCNE1" -0.560491929536175
"CASTOR3" "CASTOR3" 0.560479065394655
"PRR14" "PRR14" -0.56019478301258
"ELOB" "ELOB" 0.560103593300875
"CEP83" "CEP83" -0.559823868672104
"MAP7" "MAP7" 0.559782280614196
"ARHGEF39" "ARHGEF39" -0.559756177098636
"DUSP22" "DUSP22" -0.55969446552588
"AHCY" "AHCY" 0.55948387259062
"ZDHHC12" "ZDHHC12" 0.559422695104313
"TRPM7" "TRPM7" -0.559415960710535
"CCDC28B" "CCDC28B" 0.559409221460624
"ATP5F1B" "ATP5F1B" -0.559398106365359
"PRKD3" "PRKD3" -0.558775516089594
"ZNF862" "ZNF862" 0.558437038373159
"B3GNTL1" "B3GNTL1" 0.558435719408018
"SLC9A3" "SLC9A3" 0.558404539505604
"ETFRF1" "ETFRF1" -0.558277697003705
"PDCD6" "PDCD6" 0.557924435003818
"ACTB" "ACTB" -0.55747257708658
"ATF3" "ATF3" -0.557429044068712
"FBXO34" "FBXO34" -0.5572562961211
"SAV1" "SAV1" -0.557200411496848
"SNAPC1" "SNAPC1" -0.557180525725451
"KCTD10" "KCTD10" 0.557154437132103
"FHAD1" "FHAD1" 0.556965695104292
"C1RL" "C1RL" 0.556775193505187
"USP53" "USP53" -0.556719228220091
"ARL6" "ARL6" -0.556700928664489
"AC090204.1" "AC090204.1" -0.556539389399609
"CNNM2" "CNNM2" 0.556360164685732
"CD180" "CD180" -0.55624368357492
"KIAA1522" "KIAA1522" 0.556170486786371
"AC096667.1" "AC096667.1" -0.556142368653158
"EMC4" "EMC4" 0.555982632759005
"FANCA" "FANCA" -0.555904908024177
"CHRNB1" "CHRNB1" 0.555789661518691
"PINX1" "PINX1" 0.555737890630705
"SPAG7" "SPAG7" 0.555633086089875
"IGBP1" "IGBP1" -0.555582165440103
"BMP1" "BMP1" -0.555566012965583
"ZNF691" "ZNF691" -0.555521910409987
"PNPO" "PNPO" -0.555512712793182
"GLCCI1" "GLCCI1" -0.555475400262005
"AREL1" "AREL1" 0.555355975703191
"BBS7" "BBS7" -0.55521840578851
"NDUFB7" "NDUFB7" 0.555195124320318
"BCL2L2-PABPN1" "BCL2L2-PABPN1" 0.555136800790673
"TRIM66" "TRIM66" 0.555128494683646
"KLF9" "KLF9" -0.55506489677216
"UBA1" "UBA1" 0.555043302225474
"PPP1R1A" "PPP1R1A" -0.555000560811885
"DNAJC6" "DNAJC6" 0.554912973451479
"NIN" "NIN" -0.554854318635167
"AC116913.1" "AC116913.1" 0.554831181276775
"TLR7" "TLR7" -0.554755867780173
"LPCAT3" "LPCAT3" -0.554538534693212
"SPDYE3" "SPDYE3" 0.554443693639486
"GK4P" "GK4P" -0.554441308685975
"AC087741.1" "AC087741.1" 0.554330767708911
"HMGXB4" "HMGXB4" 0.553804346558993
"CRYL1" "CRYL1" 0.553772376510283
"AC127070.4" "AC127070.4" 0.553755993144849
"CLPX" "CLPX" -0.553406843867616
"VDAC1" "VDAC1" -0.553333182443328
"C4B" "C4B" -0.553329066857987
"PLPP6" "PLPP6" -0.553099350919492
"DENND1B" "DENND1B" -0.552957201452964
"CDIN1" "CDIN1" 0.552934849377386
"KDM1B" "KDM1B" -0.552929430380179
"C17orf80" "C17orf80" -0.552906788783085
"OR2A1-AS1" "OR2A1-AS1" 0.552890230434118
"EID1" "EID1" -0.552801644508959
"WWP2" "WWP2" 0.55269999145387
"GGA3" "GGA3" 0.552558261296284
"THG1L" "THG1L" -0.552525580197374
"ARSD" "ARSD" -0.552429972083743
"TMEM14B" "TMEM14B" 0.552367533141106
"AL512353.1" "AL512353.1" -0.552352944327895
"SMARCC2" "SMARCC2" 0.552325620459917
"ATP5F1C" "ATP5F1C" -0.551695250766214
"TRMT6" "TRMT6" -0.551691989153797
"METTL2A" "METTL2A" -0.551668606610916
"ARL4D" "ARL4D" 0.551442730071651
"NIPAL1" "NIPAL1" 0.551432901923107
"AC011498.7" "AC011498.7" 0.551380751425364
"DHRS7B" "DHRS7B" 0.551368688970482
"TAGLN" "TAGLN" -0.551261525840845
"TDP2" "TDP2" -0.551185966061881
"NUDT5" "NUDT5" -0.551130266006728
"IFT52" "IFT52" -0.550809424897483
"ZNF414" "ZNF414" 0.550721353001482
"BLOC1S2" "BLOC1S2" -0.55038610710679
"YRDC" "YRDC" -0.550238695487028
"PLAU" "PLAU" 0.550234875376327
"LMAN1" "LMAN1" -0.550209744124162
"DGKH" "DGKH" 0.549988698307236
"CYFIP2" "CYFIP2" -0.549972115548599
"AP001453.2" "AP001453.2" 0.549926503173577
"MAP4K2" "MAP4K2" 0.549825322086721
"TDRKH" "TDRKH" 0.549667179353783
"COX15" "COX15" 0.549520922149013
"SMAD6" "SMAD6" 0.549415906236454
"ZNF212" "ZNF212" 0.549260956358796
"AC139795.1" "AC139795.1" 0.549249063792638
"GSE1" "GSE1" 0.549106875565649
"H4C8" "H4C8" -0.549061744181943
"LRP11" "LRP11" 0.548601845104631
"EXOC3L4" "EXOC3L4" -0.54857324298694
"HEXB" "HEXB" -0.548534146368074
"TTC1" "TTC1" -0.54843085427975
"PPAT" "PPAT" -0.54831338378577
"CLEC2D" "CLEC2D" -0.547825659193011
"RUFY2" "RUFY2" -0.547666372520378
"ACTRT3" "ACTRT3" -0.547262687490703
"CAPZB" "CAPZB" 0.547011216975666
"AC215522.2" "AC215522.2" 0.546782768834333
"AP005329.2" "AP005329.2" 0.546713876486883
"LMO7" "LMO7" -0.546674867437637
"NDEL1" "NDEL1" -0.546597320029087
"SLC22A1" "SLC22A1" -0.546553852562167
"USP54" "USP54" 0.546542133683481
"SLC16A1" "SLC16A1" -0.546408385798237
"C18orf25" "C18orf25" -0.546317759827314
"GAPDH" "GAPDH" 0.546201170865888
"PITRM1-AS1" "PITRM1-AS1" 0.546113849651941
"AC013457.1" "AC013457.1" 0.546090202912207
"JMJD7" "JMJD7" 0.546050160619774
"UTP15" "UTP15" -0.545980197982242
"MAPK11" "MAPK11" -0.545934042584449
"KIAA0513" "KIAA0513" 0.545922192387343
"VAV1" "VAV1" 0.545889849314012
"TTI2" "TTI2" 0.545820159578775
"AL137003.1" "AL137003.1" -0.545424746145027
"TMEM80" "TMEM80" 0.545263532838784
"RAD51" "RAD51" -0.544612234746135
"UBE2Z" "UBE2Z" -0.544552873765609
"NNMT" "NNMT" -0.54451316757456
"TICAM2-AS1" "TICAM2-AS1" 0.544428568748564
"APOBEC3C" "APOBEC3C" -0.544421934823214
"SLC1A7" "SLC1A7" 0.544106378801344
"STX18" "STX18" -0.544080381400437
"TMEM150B" "TMEM150B" 0.544062560942091
"TPT1" "TPT1" 0.544020542505515
"MICAL1" "MICAL1" 0.543731002661772
"HDHD3" "HDHD3" 0.543717640290613
"C7orf25" "C7orf25" 0.54361148078265
"VANGL1" "VANGL1" -0.543533405380336
"MIS18A" "MIS18A" -0.543505445378142
"AC037459.2" "AC037459.2" 0.543430108612523
"OSBP" "OSBP" -0.543313913602485
"PPP1R15A" "PPP1R15A" 0.542980994777901
"EOLA1" "EOLA1" -0.542695326592152
"AP001816.1" "AP001816.1" 0.54269395170076
"MAP3K3" "MAP3K3" 0.54268545462105
"ZPR1" "ZPR1" 0.542635156932043
"ZDHHC11" "ZDHHC11" 0.542607594921488
"DDR1" "DDR1" -0.542134018975057
"NFXL1" "NFXL1" -0.542065146734265
"ANP32A" "ANP32A" 0.542006631888709
"SEMA6B" "SEMA6B" 0.541830364012938
"STX2" "STX2" 0.541800887387463
"VPS4A" "VPS4A" 0.541787115441655
"AC097709.1" "AC097709.1" 0.541665820750732
"ASPH" "ASPH" 0.541628598584001
"PIP4P2" "PIP4P2" -0.541322407914735
"MICAL3" "MICAL3" 0.541309397552588
"MT-ND3" "MT-ND3" -0.541211957490196
"PAXX" "PAXX" 0.540816297393718
"ZC3H12D" "ZC3H12D" -0.540767843236109
"THRA" "THRA" 0.540483423613156
"PTGFRN" "PTGFRN" -0.540278139443643
"FAM174A" "FAM174A" -0.54019890518368
"FBXO48" "FBXO48" -0.539963852283829
"SDHAP1" "SDHAP1" 0.539509120369455
"MRPS11" "MRPS11" 0.539456233439568
"LENG1" "LENG1" 0.539420501919762
"PLSCR1" "PLSCR1" -0.539211975501971
"EEA1" "EEA1" -0.539149214060243
"EXOG" "EXOG" 0.538978418739623
"SLC35E3" "SLC35E3" 0.538929043644318
"PAQR4" "PAQR4" 0.538792431499562
"USP24" "USP24" -0.538698720599819
"AC108488.3" "AC108488.3" 0.5385856683757
"NDUFS2" "NDUFS2" 0.538556529203971
"CSF3R" "CSF3R" -0.538545332758941
"WTAP" "WTAP" -0.538417516895252
"SIGLEC18P" "SIGLEC18P" 0.538333884316914
"ZNF652" "ZNF652" -0.538269152244607
"SLC43A2" "SLC43A2" 0.538220544778529
"AC025279.1" "AC025279.1" 0.537986271606803
"CLDN7" "CLDN7" 0.537927455438375
"AC119674.2" "AC119674.2" -0.537831919462006
"ALDH1A1" "ALDH1A1" -0.537606008360381
"LARS2" "LARS2" 0.537395112476249
"LGALS1" "LGALS1" 0.5370017122076
"GALM" "GALM" -0.536969489773603
"ZDBF2" "ZDBF2" -0.536962339487688
"HROB" "HROB" 0.536788563725033
"TRERF1" "TRERF1" -0.536743218861226
"AL671277.2" "AL671277.2" -0.536650337351987
"EHMT2" "EHMT2" 0.536578956955204
"TOP1MT" "TOP1MT" 0.536566979796949
"RCAN3" "RCAN3" -0.536554922989061
"FOXO3" "FOXO3" 0.536509602314605
"CD59" "CD59" -0.536287625965971
"DHRS4" "DHRS4" 0.536266066149745
"STEEP1" "STEEP1" -0.536119113896867
"CLIC4" "CLIC4" -0.536095959474728
"YARS1" "YARS1" 0.535921764987307
"PROCR" "PROCR" -0.535902730246501
"GOLGA2" "GOLGA2" 0.535688051119375
"AL133352.1" "AL133352.1" 0.535678897792785
"CNIH3-AS1" "CNIH3-AS1" -0.535624315248188
"LZTFL1" "LZTFL1" 0.535622534319143
"SLC25A22" "SLC25A22" 0.535465137641905
"BATF" "BATF" -0.535380703706485
"CTDSPL2" "CTDSPL2" -0.535144044992408
"MAP2K4" "MAP2K4" -0.535005490605043
"AEBP2" "AEBP2" -0.534863403040771
"AMMECR1L" "AMMECR1L" 0.534754061207134
"ZNF880" "ZNF880" 0.53474333986133
"DPP9-AS1" "DPP9-AS1" 0.534599110293128
"BET1" "BET1" -0.534596282040323
"TRIM16L" "TRIM16L" 0.534594469156131
"ASB1" "ASB1" -0.534547973173933
"ROMO1" "ROMO1" 0.534454427460101
"ACOT4" "ACOT4" 0.534304094048453
"AC012443.2" "AC012443.2" 0.534291338057005
"MIATNB" "MIATNB" 0.534269199012131
"ACP6" "ACP6" 0.534233200988962
"MTERF3" "MTERF3" -0.534163440029504
"ZNF497" "ZNF497" 0.53377396286416
"CDK12" "CDK12" -0.533714645294192
"ABCC5" "ABCC5" 0.533614267904062
"AC011484.1" "AC011484.1" -0.533497168117315
"AL035078.4" "AL035078.4" -0.533329346134036
"ZNF512B" "ZNF512B" 0.533307746268381
"MAN2B2" "MAN2B2" 0.53329876536582
"AFMID" "AFMID" 0.533207688076993
"RNFT2" "RNFT2" 0.532855354312182
"GAPLINC" "GAPLINC" 0.532800293226389
"RGS16" "RGS16" -0.53276839944367
"NAAA" "NAAA" -0.532691825305482
"CBY1" "CBY1" 0.532686229299385
"CIPC" "CIPC" 0.532529340742792
"FLVCR1-DT" "FLVCR1-DT" 0.532184629382166
"MTHFD2" "MTHFD2" -0.532077222720161
"TRIM16" "TRIM16" 0.531984349246963
"C1orf109" "C1orf109" 0.531881296290954
"SLAMF8" "SLAMF8" -0.531729349842974
"LTB4R2" "LTB4R2" 0.531715753779615
"MGAT4A" "MGAT4A" -0.531672994085882
"CWF19L1" "CWF19L1" -0.531625257819327
"CELF1" "CELF1" 0.531497140132138
"CUL9" "CUL9" 0.531369726883551
"IFI44L" "IFI44L" -0.531252063808658
"PVALB" "PVALB" 0.531081299603374
"SPATA18" "SPATA18" 0.53100427193641
"CLU" "CLU" -0.531000589310079
"MYL5" "MYL5" -0.530738076780029
"TFPT" "TFPT" 0.530217297718226
"ABCA1" "ABCA1" -0.529996622120375
"TP53INP1" "TP53INP1" -0.529878649032812
"NXPE3" "NXPE3" -0.529824912259814
"TRIP11" "TRIP11" -0.529683617668451
"SNAP29" "SNAP29" 0.529681457775609
"AC093525.6" "AC093525.6" 0.529605622094844
"CAPN2" "CAPN2" 0.529460277888137
"GPR34" "GPR34" -0.529222086021401
"DBP" "DBP" 0.529184633982432
"VCAN" "VCAN" 0.528905845255034
"GMPPA" "GMPPA" 0.528886244864611
"RAMAC" "RAMAC" -0.528626239722375
"AC091182.1" "AC091182.1" -0.528420758077455
"RBBP9" "RBBP9" -0.528315646971513
"PAK2" "PAK2" 0.528014999169306
"SCARB2" "SCARB2" -0.527795401974717
"NQO2-AS1" "NQO2-AS1" 0.527371137381553
"ACD" "ACD" 0.527175362102473
"AC104964.1" "AC104964.1" 0.52708331600373
"ATPAF1" "ATPAF1" 0.52705925680705
"ULBP2" "ULBP2" 0.527003143880623
"TRRAP" "TRRAP" 0.526989663926444
"NINJ2-AS1" "NINJ2-AS1" 0.526872793918718
"KLHL9" "KLHL9" -0.526833396900849
"GNL1" "GNL1" 0.526687625202768
"H6PD" "H6PD" -0.526662275091552
"CKB" "CKB" -0.526586443553383
"AL691432.1" "AL691432.1" 0.526450421446628
"RIMS3" "RIMS3" -0.526386303130938
"RINT1" "RINT1" -0.526129846877215
"DNHD1" "DNHD1" 0.526042993779633
"CTSW" "CTSW" 0.525915562434599
"RHBDF1" "RHBDF1" -0.525776274784997
"ABHD2" "ABHD2" 0.525743501607996
"COMTD1" "COMTD1" 0.525742982026328
"ZNF689" "ZNF689" 0.525345493597771
"DGKZ" "DGKZ" 0.525263096003852
"MYO15B" "MYO15B" 0.525258993956668
"AL139300.1" "AL139300.1" -0.525240700223821
"CPLANE1" "CPLANE1" -0.525234758286648
"ALDOC" "ALDOC" 0.525220677153071
"PNISR" "PNISR" -0.525075742628099
"CD276" "CD276" -0.52503386344782
"TTYH2" "TTYH2" 0.525002137746689
"RHOD" "RHOD" 0.524985558519703
"GJB2" "GJB2" -0.524576643357543
