"gene_name" "rank"
"TMEM11" "TMEM11" 0.524551667458593
"CD83" "CD83" -0.524533098217839
"AC005062.1" "AC005062.1" -0.524523971011407
"CHAMP1" "CHAMP1" -0.524293382984281
"G6PD" "G6PD" 0.524083108094038
"ATG7" "ATG7" -0.524011532951202
"RBM44" "RBM44" -0.5237416598876
"TRPV1" "TRPV1" -0.523556094762877
"SIGLEC1" "SIGLEC1" -0.523274305404449
"ARHGEF7" "ARHGEF7" 0.523137846297295
"ZBTB37" "ZBTB37" 0.523103805460254
"MYL9" "MYL9" -0.523040035747366
"CDK5RAP3" "CDK5RAP3" -0.52292928289619
"KIF23" "KIF23" 0.522906446188303
"ST3GAL1" "ST3GAL1" 0.522730642788664
"HCAR2" "HCAR2" -0.522485044228905
"RRN3P3" "RRN3P3" 0.522360008178804
"LINC02561" "LINC02561" 0.522161834344685
"HAUS4" "HAUS4" 0.521992377672576
"BRD1" "BRD1" 0.52186953554085
"MRPS6" "MRPS6" -0.521813671113533
"SYTL4" "SYTL4" 0.5216982190143
"N4BP3" "N4BP3" 0.521590276540453
"ADARB1" "ADARB1" -0.521461977850335
"TCAF1" "TCAF1" -0.521235368838583
"PEDS1-UBE2V1" "PEDS1-UBE2V1" 0.521213230723632
"ANO6" "ANO6" -0.52109082684386
"PLCD3" "PLCD3" -0.521075040102553
"ZNF160" "ZNF160" -0.521012471751442
"FKBP1C" "FKBP1C" -0.52100506063058
"APOOL" "APOOL" 0.520991758267316
"SHROOM3" "SHROOM3" 0.520918017425906
"BTN3A2" "BTN3A2" -0.520671667143688
"SLC27A3" "SLC27A3" -0.520473489994627
"IGF2BP3" "IGF2BP3" -0.52044204044979
"FTCDNL1" "FTCDNL1" 0.520346455773039
"NOP56" "NOP56" -0.520071088278406
"RPL19" "RPL19" 0.519978782628336
"NAA20" "NAA20" -0.519931642594494
"AC018638.4" "AC018638.4" 0.519928227885623
"ARHGAP24" "ARHGAP24" 0.51990576053142
"SCART1" "SCART1" -0.519858971823662
"DNAJC27" "DNAJC27" -0.519809383983577
"PSME2P1" "PSME2P1" -0.51976216143698
"ALKBH1" "ALKBH1" -0.5193863385256
"TACSTD2" "TACSTD2" -0.519362819039655
"COX20" "COX20" -0.519326207247443
"TRG-AS1" "TRG-AS1" 0.519322125779122
"LMBRD1" "LMBRD1" -0.519194626831672
"TMBIM1" "TMBIM1" 0.519133576858071
"AP000331.1" "AP000331.1" 0.519095029222165
"RNF181" "RNF181" 0.519050745345081
"CSNK2A2" "CSNK2A2" -0.518910677926171
"SEC24B" "SEC24B" -0.518869318196452
"EVA1B" "EVA1B" 0.518801584455608
"WDR26" "WDR26" -0.518709220359642
"PIAS1" "PIAS1" -0.518652844389548
"VNN1" "VNN1" -0.518646166117098
"LPP" "LPP" 0.518641335893335
"TEC" "TEC" -0.518523856233721
"LILRB1" "LILRB1" 0.518395901023602
"ZC4H2" "ZC4H2" -0.518387763102537
"CAD" "CAD" 0.518301037911483
"KMT5A" "KMT5A" 0.518169539859277
"PPM1L" "PPM1L" 0.518078035187193
"PCBP2P2" "PCBP2P2" 0.517974440712162
"SPATA6" "SPATA6" 0.51796473484295
"SLC22A18" "SLC22A18" 0.517952368697892
"COX19" "COX19" 0.517860693683964
"RSBN1L" "RSBN1L" -0.517662363571586
"RAP1GDS1" "RAP1GDS1" -0.517578777854562
"CASTOR1" "CASTOR1" 0.517485426233815
"FAM8A1" "FAM8A1" -0.517474890529129
"EIF2S1" "EIF2S1" -0.51733522882623
"CYREN" "CYREN" -0.517261559124409
"PTGER4" "PTGER4" 0.517211429299296
"LRRC32" "LRRC32" 0.51721056355638
"MCM4" "MCM4" -0.517052437863118
"AC000123.3" "AC000123.3" 0.517023794734636
"SYCP3" "SYCP3" -0.516822649792558
"IMMP2L" "IMMP2L" 0.51682075643811
"MAP2K1" "MAP2K1" 0.516758697010681
"ZNF469" "ZNF469" 0.516693186038979
"RGS9" "RGS9" 0.516648165215518
"GASK1B" "GASK1B" -0.516622149960339
"TTC39C" "TTC39C" -0.516588326263443
"IER3" "IER3" -0.516526471612864
"ATF7IP" "ATF7IP" -0.516496507232022
"AGFG1" "AGFG1" 0.516422405295575
"ZNF826P" "ZNF826P" -0.516322666778879
"EPM2AIP1" "EPM2AIP1" -0.516292632073763
"ZFP41" "ZFP41" 0.516088675271714
"NAV2" "NAV2" -0.515979201875703
"KCP" "KCP" -0.515928451358964
"RALGDS" "RALGDS" 0.515789921482458
"ODC1-DT" "ODC1-DT" 0.51571071076437
"MSANTD3" "MSANTD3" -0.51570402851976
"ANKRD9" "ANKRD9" 0.515519904711761
"DRC3" "DRC3" 0.515471861590171
"CTCF" "CTCF" -0.515297416162518
"ALKBH3" "ALKBH3" -0.515261832345879
"ZNF281" "ZNF281" -0.515230275849876
"AC110611.1" "AC110611.1" -0.514947100535813
"HECTD4" "HECTD4" -0.514734976790946
"AC020917.4" "AC020917.4" 0.514517256923606
"LINC01772" "LINC01772" 0.514484963126842
"OCEL1" "OCEL1" 0.513988022227413
"CEP152" "CEP152" -0.513885452971457
"ANXA2" "ANXA2" -0.513635179691972
"ABCB10" "ABCB10" -0.513501570669422
"SMPD2" "SMPD2" 0.513437634224908
"TNFSF12" "TNFSF12" 0.51323908462676
"ZNF440" "ZNF440" 0.513208447595597
"DHRS9" "DHRS9" -0.512954258727336
"PSD" "PSD" 0.512859362895023
"TP53TG1" "TP53TG1" 0.512690269204414
"HERC2" "HERC2" -0.512662718712704
"IDH1" "IDH1" -0.512642372503762
"PPP1R11" "PPP1R11" 0.512606635057931
"ODF3B" "ODF3B" -0.512509192742784
"CDK16" "CDK16" 0.512449948824069
"AC010655.4" "AC010655.4" -0.512377163794014
"TMEM143" "TMEM143" 0.512309768754968
"RAB2A" "RAB2A" 0.512152748580908
"JUP" "JUP" -0.512149758276592
"LINC02384" "LINC02384" -0.51202509834115
"TMEM50B" "TMEM50B" -0.511957162485015
"FKRP" "FKRP" 0.511494361829574
"PAFAH1B1" "PAFAH1B1" -0.511490292193902
"ENTPD5" "ENTPD5" -0.511355472228011
"TMSB4XP6" "TMSB4XP6" 0.511316939136357
"MLF1" "MLF1" 0.511149554196709
"C14orf93" "C14orf93" 0.511042157344074
"CAMKMT" "CAMKMT" -0.510816582916925
"CSNK1A1" "CSNK1A1" -0.510775841613846
"CLCN2" "CLCN2" 0.510713323238243
"RBM27" "RBM27" -0.510291029260429
"ZFAND1" "ZFAND1" -0.510251758278781
"MED27" "MED27" 0.510190092704625
"TMEM39B" "TMEM39B" 0.510165292112342
"LY6K" "LY6K" 0.50996990183919
"WBP1" "WBP1" 0.509462908229761
"ZNF350" "ZNF350" -0.509391296302225
"AC021092.1" "AC021092.1" -0.509286562800688
"COX10" "COX10" -0.509284598848002
"SERINC3" "SERINC3" 0.509275597156431
"MFSD3" "MFSD3" 0.509266710739981
"LDHAP4" "LDHAP4" 0.508847772231406
"PWWP2A" "PWWP2A" 0.508838727060958
"CTTN" "CTTN" 0.508836819011828
"NCK2" "NCK2" 0.508648354158188
"ZNF280B" "ZNF280B" 0.508606773620059
"CHD4" "CHD4" -0.508585082454721
"PHB2" "PHB2" 0.508450013206817
"ZNF37A" "ZNF37A" -0.508336774959858
"AL031600.3" "AL031600.3" 0.508250962546131
"CALHM2" "CALHM2" 0.508221850195355
"RNF125" "RNF125" -0.508120389672419
"CHAF1A" "CHAF1A" 0.508040406275887
"EEF1E1" "EEF1E1" -0.507921227861036
"SKAP2" "SKAP2" -0.507775814858516
"CBR4" "CBR4" -0.507773199869577
"ZNF567" "ZNF567" -0.507684873838235
"CLCN7" "CLCN7" 0.507549799724694
"CMTR1" "CMTR1" -0.507486337660455
"MSI2" "MSI2" 0.507335669455862
"NCF1B" "NCF1B" -0.507239784080991
"CDK5RAP1" "CDK5RAP1" -0.507239178479108
"WRAP53" "WRAP53" 0.507158746037103
"CHROMR" "CHROMR" -0.507099602967419
"ADAMTSL4-AS1" "ADAMTSL4-AS1" 0.507097172021353
"MON2" "MON2" -0.506672586951243
"CD320" "CD320" 0.50656743618362
"PKD2L1" "PKD2L1" -0.506411803520583
"HIRIP3" "HIRIP3" 0.506351427239782
"AL139243.1" "AL139243.1" -0.506158285985448
"AL591684.2" "AL591684.2" -0.50608619698045
"TFG" "TFG" -0.506086060751985
"AP001318.2" "AP001318.2" -0.505825487963154
"EGLN1" "EGLN1" -0.505706362111604
"SUSD6" "SUSD6" 0.505594132161738
"HINT3" "HINT3" -0.505211227480116
"RNF19B" "RNF19B" -0.505090883990501
"PAXIP1-AS2" "PAXIP1-AS2" 0.505047927450731
"MCF2L2" "MCF2L2" -0.504901198307962
"SLC45A3" "SLC45A3" 0.504782252574623
"CEBPB" "CEBPB" -0.504758295396138
"AC067852.3" "AC067852.3" 0.504732441347629
"IARS1" "IARS1" -0.504674575390196
"IGF1R" "IGF1R" 0.504572903957426
"VPS8" "VPS8" -0.504512957722798
"YWHAG" "YWHAG" 0.504415314629502
"CIDEB" "CIDEB" -0.504328584177467
"AC106795.1" "AC106795.1" 0.504146884689845
"G2E3" "G2E3" -0.503999204518923
"METTL3" "METTL3" 0.503889954451404
"DNAAF4" "DNAAF4" -0.503723796399691
"NUDT4" "NUDT4" -0.50331979301061
"RPLP1" "RPLP1" 0.503307412249482
"ATP6AP1L" "ATP6AP1L" 0.503270440245736
"PANK3" "PANK3" 0.503135181306737
"ITGA3" "ITGA3" 0.503093460906086
"STXBP5" "STXBP5" -0.503090835710796
"EMC8" "EMC8" 0.502991926697846
"ZDHHC13" "ZDHHC13" -0.502753144516254
"NDC1" "NDC1" -0.502380603846003
"LRR1" "LRR1" -0.50223584474518
"SCAMP1" "SCAMP1" -0.502158527784562
"ZNF324" "ZNF324" 0.502118449849433
"CINP" "CINP" 0.50208992480756
"OGDH" "OGDH" -0.501954614904766
"HLCS" "HLCS" 0.501653244617238
"BORCS5" "BORCS5" 0.501636689320335
"CDK5RAP2" "CDK5RAP2" 0.50122144234846
"LINC01128" "LINC01128" 0.500929482904161
"FTH1P20" "FTH1P20" 0.500864790249586
"ZNF229" "ZNF229" -0.500776138623564
"LINC00174" "LINC00174" 0.500751526300215
"PPP2R5C" "PPP2R5C" -0.50017775875631
"TES" "TES" -0.499920956051824
"DNAJB11" "DNAJB11" -0.499843428123969
"PLCG2" "PLCG2" 0.499496051798084
"LRRN2" "LRRN2" 0.499418317220279
"MAP3K20" "MAP3K20" -0.499125277572578
"RSF1" "RSF1" -0.499076251916892
"NCSTN" "NCSTN" -0.498625330101023
"SLC36A1" "SLC36A1" -0.498343897956645
"PPM1G" "PPM1G" 0.498312634216743
"TLR5" "TLR5" 0.498106233432133
"CD22" "CD22" 0.497812813837546
"ZBTB11" "ZBTB11" -0.497717268088858
"PIK3CA" "PIK3CA" -0.49770494541402
"CRCP" "CRCP" 0.497421971069191
"PRSS21" "PRSS21" 0.497375396542139
"TBC1D15" "TBC1D15" -0.497348343840218
"C7orf31" "C7orf31" 0.497148990385688
"AF305872.2" "AF305872.2" 0.497062980118653
"YIPF6" "YIPF6" 0.497000252692209
"UBE2T" "UBE2T" 0.49684267179565
"L3MBTL4-AS1" "L3MBTL4-AS1" -0.496709922058444
"NME1" "NME1" 0.496680270569865
"GADD45G" "GADD45G" -0.496646102354729
"CES4A" "CES4A" -0.496583394212745
"RENBP" "RENBP" 0.496450228617323
"SLC9A3R1-AS1" "SLC9A3R1-AS1" 0.496159586001023
"SIAE" "SIAE" 0.496040450318173
"RPL13AP5" "RPL13AP5" 0.495961341035024
"WDR36" "WDR36" -0.495934087569564
"GADD45GIP1" "GADD45GIP1" 0.495926821979716
"PROSER3" "PROSER3" 0.495628951526648
"NANOS1" "NANOS1" -0.495599646025078
"MAS1" "MAS1" 0.495566569227571
"PLEKHH3" "PLEKHH3" 0.495511519625549
"RAB11B-AS1" "RAB11B-AS1" 0.495481864284305
"LIME1" "LIME1" -0.495464868003375
"ADPGK" "ADPGK" -0.495419491280899
"PHLDB3" "PHLDB3" 0.495348556563177
"CLSPN" "CLSPN" -0.495288902002704
"RPL27" "RPL27" 0.495019142844933
"ARHGEF28" "ARHGEF28" -0.494955313239283
"FANCF" "FANCF" -0.494804933161584
"PRR11" "PRR11" -0.494729428340544
"POLD3" "POLD3" -0.49471235043791
"MNAT1" "MNAT1" -0.494683366503147
"PUS7L" "PUS7L" -0.494577665196521
"ZNF451" "ZNF451" -0.4944950490727
"MRPL22" "MRPL22" 0.494344452624724
"TARS2" "TARS2" 0.494314222791553
"RUFY3" "RUFY3" 0.494085706136508
"BAHCC1" "BAHCC1" -0.494046965051331
"GDPGP1" "GDPGP1" 0.494033133825721
"DCTN3" "DCTN3" 0.493801543674512
"GPRC5D-AS1" "GPRC5D-AS1" 0.493763996067073
"EXOSC7" "EXOSC7" 0.493561625648277
"CDS2" "CDS2" -0.493523312104374
"UGDH" "UGDH" -0.493317930885255
"MED20" "MED20" 0.493120471002077
"AP001885.3" "AP001885.3" 0.493059360269047
"RARRES1" "RARRES1" -0.492676169679688
"B3GNT9" "B3GNT9" -0.4924884309374
"AC002091.1" "AC002091.1" -0.492471190053286
"GPR107" "GPR107" 0.49212852836352
"ZBED3" "ZBED3" -0.492036724785262
"AL035446.1" "AL035446.1" -0.491977273971954
"CMTR2" "CMTR2" -0.491773363147115
"WWC2" "WWC2" 0.491749690623096
"NPM1P7" "NPM1P7" -0.49163178891724
"CDKN1A" "CDKN1A" -0.491609790809926
"TRAPPC2" "TRAPPC2" -0.491545538037701
"GALNT2" "GALNT2" 0.491482260595547
"BBS10" "BBS10" -0.491376386813288
"CDC25B" "CDC25B" 0.491352261247055
"EIF4E3" "EIF4E3" -0.491212232569321
"STX3" "STX3" 0.490876654290621
"TBC1D14" "TBC1D14" 0.490853176569844
"AKAP8L" "AKAP8L" 0.490846224098522
"CAPN1" "CAPN1" 0.49082834415754
"SECISBP2L" "SECISBP2L" -0.490804116184855
"AL713999.1" "AL713999.1" 0.490732881648158
"AL591895.1" "AL591895.1" -0.490601978857877
"FKBP1B" "FKBP1B" -0.490581188233105
"RPLP0P2" "RPLP0P2" 0.490555417663348
"CMTM7" "CMTM7" 0.490320856082095
"SNX17" "SNX17" 0.490258096991981
"MAP4K3-DT" "MAP4K3-DT" 0.490186396126109
"NSUN3" "NSUN3" -0.490104742277693
"AL110114.1" "AL110114.1" 0.490089828138452
"PAXIP1" "PAXIP1" 0.489722605683216
"UBE3A" "UBE3A" -0.489632343105374
"RIOK3" "RIOK3" -0.489441496976621
"CYP1B1" "CYP1B1" -0.489314422263747
"SNHG26" "SNHG26" 0.489303815774856
"FAM50A" "FAM50A" 0.489238889492601
"WDR91" "WDR91" 0.489052979782621
"FAM78A" "FAM78A" 0.488979466557858
"ZCCHC24" "ZCCHC24" 0.488904074806275
"MADD-AS1" "MADD-AS1" 0.488836735818656
"ACTR3" "ACTR3" -0.48862601891904
"GBF1" "GBF1" 0.488614760309692
"DEFB1" "DEFB1" 0.488422513623222
"ZNF528" "ZNF528" -0.488366355653443
"RBBP6" "RBBP6" -0.488185279882001
"PDE8B" "PDE8B" -0.488143169429963
"SLC5A6" "SLC5A6" 0.48802432609671
"AHNAK2" "AHNAK2" -0.487351844190012
"GEMIN6" "GEMIN6" -0.487269480526739
"MAPKAPK2" "MAPKAPK2" 0.487268734168125
"PPARG" "PPARG" 0.487242735097585
"DSTNP1" "DSTNP1" -0.487042156889093
"IGSF6" "IGSF6" -0.486932098479513
"CTSK" "CTSK" -0.486777681636173
"SERPINF1" "SERPINF1" -0.486768346947528
"HCFC1" "HCFC1" 0.486708409843326
"LRRC75A" "LRRC75A" 0.486664678344547
"AMT" "AMT" -0.486448248874495
"NAA60" "NAA60" 0.486429730812814
"AL671710.1" "AL671710.1" 0.486161189631017
"SORBS1" "SORBS1" -0.485971328394839
"B3GNT5" "B3GNT5" -0.485970333415357
"ZNF699" "ZNF699" -0.485934197920369
"RNF114" "RNF114" 0.485924421572631
"AL109627.1" "AL109627.1" -0.48592185012708
"AC015871.3" "AC015871.3" -0.48586370654926
"HELZ2" "HELZ2" -0.485732253066956
"GSAP" "GSAP" -0.485627597690504
"CDKL1" "CDKL1" -0.48558009217576
"TMA7" "TMA7" -0.485462380398689
"CCDC122" "CCDC122" -0.485276667278528
"RPL7L1" "RPL7L1" -0.485188618895506
"MRPS16" "MRPS16" 0.484992079546493
"RAPGEF6" "RAPGEF6" -0.484890469228375
"SUPT5H" "SUPT5H" 0.484881022605063
"TMTC4" "TMTC4" -0.484849468328717
"ZRANB3" "ZRANB3" -0.484653431194743
"APOC4-APOC2" "APOC4-APOC2" 0.484487803458264
"CES2" "CES2" 0.484476073391459
"ATP1A1-AS1" "ATP1A1-AS1" 0.484451273275114
"AC110079.1" "AC110079.1" 0.484347174819215
"ZFAND3" "ZFAND3" 0.484193220543344
"BX470102.1" "BX470102.1" -0.4841386944419
"AP000346.2" "AP000346.2" -0.484019263159403
"SAAL1" "SAAL1" -0.484017805769077
"FABP3" "FABP3" 0.483984682758546
"ZNF707" "ZNF707" 0.483944607180774
"HSP90AB1" "HSP90AB1" 0.483936174719256
"FAM102A" "FAM102A" -0.483836440870634
"GCNT4" "GCNT4" -0.48367639675953
"AC005225.4" "AC005225.4" 0.4831533977102
"LURAP1" "LURAP1" 0.483035037059515
"RBP7" "RBP7" 0.48274911556737
"TNS3" "TNS3" 0.482543660256026
"CPSF2" "CPSF2" -0.482437413231058
"RNGTT" "RNGTT" -0.482437242791336
"TOM1L2" "TOM1L2" 0.482313653608862
"UNC5CL" "UNC5CL" 0.482150649858124
"POLR1D" "POLR1D" 0.48207404537711
"RNF2" "RNF2" -0.481785454484734
"PPP4R2" "PPP4R2" -0.481724455030651
"QKI" "QKI" 0.481642895695325
"MSR1" "MSR1" -0.481617975756568
"CCDC106" "CCDC106" 0.481604690990343
"EVC" "EVC" -0.481100249885976
"AL080276.2" "AL080276.2" 0.48058765523276
"SEC61A1" "SEC61A1" -0.480475334635877
"N4BP1" "N4BP1" -0.480240459880341
"MRPS7" "MRPS7" -0.480183645290889
"TNRC6B" "TNRC6B" 0.48009573490024
"AC017083.3" "AC017083.3" -0.480009655690073
"DLST" "DLST" 0.479722240926444
"MFSD6" "MFSD6" -0.479687845275057
"MEIS3P1" "MEIS3P1" 0.479507320295442
"SLC35B1" "SLC35B1" -0.479227558815417
"RPP14" "RPP14" -0.479131976727262
"RRAGB" "RRAGB" -0.479075475501181
"PHKG2" "PHKG2" 0.47905494450844
"ZNF491" "ZNF491" 0.479005736503427
"SYPL1" "SYPL1" -0.478783005742367
"PIWIL4" "PIWIL4" -0.478776218533251
"ZMYM3" "ZMYM3" 0.478769428519184
"METRNL" "METRNL" 0.478644880510462
"OGG1" "OGG1" 0.478641026439397
"ZNF398" "ZNF398" -0.47838277760305
"ZNF84" "ZNF84" -0.478357919262005
"RERE" "RERE" -0.478084689803885
"RPTOR" "RPTOR" 0.478050007605248
"NF2" "NF2" 0.478017316715602
"CMC4" "CMC4" 0.477945114001891
"CEP164" "CEP164" 0.477599832128891
"AL138752.2" "AL138752.2" 0.477597122570341
"SRA1" "SRA1" 0.477344428718205
"CEP250" "CEP250" 0.477289365259865
"NMT2" "NMT2" -0.477259772534049
"C10orf143" "C10orf143" -0.477223754103897
"CDK2AP2" "CDK2AP2" 0.477147280453229
"CRAMP1" "CRAMP1" 0.476900126143861
"EAF2" "EAF2" -0.476024635458097
"ZMAT1" "ZMAT1" -0.475944062878324
"MRPL54" "MRPL54" 0.475895382471742
"CHPT1" "CHPT1" -0.475842440235425
"SLC9A8" "SLC9A8" 0.475823517591053
"UBQLN2" "UBQLN2" -0.47575495476254
"LRRFIP1" "LRRFIP1" -0.475692318866652
"FKBP1A" "FKBP1A" 0.475571465794606
"AJM1" "AJM1" -0.475542938675357
"VSIR" "VSIR" -0.475234903625883
"FDXR" "FDXR" 0.475226679056056
"B3GNT2" "B3GNT2" -0.475125353174523
"DAZAP2" "DAZAP2" 0.474944690976332
"CPNE8" "CPNE8" -0.47485073075347
"FLII" "FLII" -0.47483365877994
"TMEM229B" "TMEM229B" -0.474810249194061
"DDOST" "DDOST" 0.474303493700769
"VIPAS39" "VIPAS39" -0.474254822508942
"CCDC159" "CCDC159" 0.474083399960446
"AC073508.3" "AC073508.3" -0.473603723364743
"THAP3" "THAP3" 0.473530864047257
"CREM" "CREM" -0.473476445329739
"PMF1" "PMF1" 0.473417936699159
"ADIPOR1" "ADIPOR1" 0.473374139091172
"B4GALT6" "B4GALT6" -0.473324198295639
"CAPN3" "CAPN3" -0.473302010899581
"CS" "CS" -0.473191405088155
"C19orf12" "C19orf12" 0.473054277700977
"UNC5A" "UNC5A" -0.472879462389334
"TMCO4" "TMCO4" 0.472586670509105
"ASB13" "ASB13" 0.472526065582444
"MTF2" "MTF2" -0.472429332446334
"LGMNP1" "LGMNP1" -0.472275187050723
"LGMN" "LGMN" -0.472108894475799
"TRAF4" "TRAF4" 0.471949696875374
"IFFO1" "IFFO1" 0.471684977215813
"MRPS33" "MRPS33" -0.471557761442556
"GSK3B" "GSK3B" -0.471483354165822
"NXF1" "NXF1" -0.471407420923745
"EML4-AS1" "EML4-AS1" -0.471193239426833
"FRY" "FRY" 0.471188426915277
"PTCRA" "PTCRA" 0.471129493143566
"SPATC1L" "SPATC1L" 0.470911715880264
"AL096711.2" "AL096711.2" -0.470613996870124
"HHLA3" "HHLA3" 0.470576789042473
"LINC00894" "LINC00894" 0.470516143047075
"TMC8" "TMC8" 0.470446947842298
"SGMS2" "SGMS2" 0.470406360427203
"RSU1" "RSU1" -0.470403667925007
"LENG8-AS1" "LENG8-AS1" 0.470258229343943
"DRAM2" "DRAM2" -0.470115873322529
"ZKSCAN7" "ZKSCAN7" 0.470081796374593
"CHTF8" "CHTF8" -0.470037176115619
"ARPC4-TTLL3" "ARPC4-TTLL3" 0.469884465709295
"TNPO1" "TNPO1" -0.469746111141626
"HSPH1" "HSPH1" -0.469743427060664
"TTN-AS1" "TTN-AS1" -0.469537047293447
"AMOTL1" "AMOTL1" 0.469506764737319
"SLC31A1" "SLC31A1" -0.469299729823203
"CR1" "CR1" 0.469270274137725
"TSHZ3" "TSHZ3" 0.469265763376873
"TNKS2" "TNKS2" -0.46906348421778
"RMDN1" "RMDN1" -0.468843691742095
"AC025580.2" "AC025580.2" 0.468764595019347
"APTR" "APTR" 0.468719875001246
"AL133216.2" "AL133216.2" 0.468662832891674
"STIP1" "STIP1" -0.468579450894307
"ZNF839" "ZNF839" -0.468374272239181
"SLC39A13" "SLC39A13" 0.468316129442959
"EBNA1BP2" "EBNA1BP2" -0.468050756238205
"PCGF6" "PCGF6" 0.468048345207383
"HLA-DRB1" "HLA-DRB1" -0.467366847108443
"GREB1" "GREB1" 0.467278798001608
"NAA35" "NAA35" -0.467275860014618
"LINC01006" "LINC01006" 0.467265050370095
"MEI1" "MEI1" -0.467254732350543
"UCP2" "UCP2" -0.467231892680292
"AC009090.6" "AC009090.6" 0.467141700353975
"FAM20B" "FAM20B" 0.467125562004602
"DHRS11" "DHRS11" 0.46710917884411
"WDR83" "WDR83" 0.466878764455172
"BCL11A" "BCL11A" -0.466757759375174
"AC025580.1" "AC025580.1" 0.466662024169158
"DEPP1" "DEPP1" -0.46662360912284
"RASL11A" "RASL11A" 0.466418402186866
"KLHDC3" "KLHDC3" 0.466394770191064
"SIGLEC5.1" "SIGLEC5.1" 0.466177131289241
"SUCLG1" "SUCLG1" -0.466116125399779
"AC093827.4" "AC093827.4" -0.466037084153449
"HDAC8" "HDAC8" -0.465724689707936
"RC3H2" "RC3H2" -0.465534406511438
"ERCC2" "ERCC2" 0.465462732371511
"C9orf40" "C9orf40" 0.465318695793643
"IGSF8" "IGSF8" 0.465130861722183
"SACS" "SACS" -0.465118210974655
"RELB" "RELB" 0.4649966671153
"LINC01150" "LINC01150" 0.464976143271934
"MRPL33" "MRPL33" -0.464955687641093
"PRDM11" "PRDM11" -0.464854210498085
"KLHDC10" "KLHDC10" 0.464847340670737
"ZMIZ2" "ZMIZ2" 0.464728066800458
"MYORG" "MYORG" -0.464267630304359
"C1QBP" "C1QBP" -0.464237161460561
"CRPPA" "CRPPA" -0.464134409295565
"ZNF321P" "ZNF321P" 0.464005063920678
"NOC4L" "NOC4L" 0.463901227443686
"BTN2A3P" "BTN2A3P" 0.463878574207464
"MMP17" "MMP17" -0.463577794321197
"ACYP1" "ACYP1" 0.463450271641457
"JRK" "JRK" 0.463385796548982
"AL035587.1" "AL035587.1" 0.46328216322618
"FBXO44" "FBXO44" 0.463262985364346
"LRRC45" "LRRC45" 0.462977089641544
"SIAH2" "SIAH2" -0.462802420117071
"GLRX5" "GLRX5" -0.462751938384528
"RPL14P1" "RPL14P1" -0.462700893880006
"ZNF213" "ZNF213" 0.462645454211022
"PYGL" "PYGL" 0.462587947255924
"NOPCHAP1" "NOPCHAP1" -0.462540347002571
"NR2C2" "NR2C2" 0.462428386148558
"NDUFB2" "NDUFB2" 0.462350924923863
"GEM" "GEM" -0.462332823825795
"SATB1" "SATB1" -0.462327587400179
"LINC00189" "LINC00189" 0.462205653247531
"ACO2" "ACO2" 0.462132739371061
"AC138028.4" "AC138028.4" 0.462115901567771
"TNXB" "TNXB" 0.461939814705605
"AC068789.1" "AC068789.1" 0.461858179853496
"BBS2" "BBS2" 0.461845306978859
"HCG4B" "HCG4B" -0.461826114808844
"SLX1B-SULT1A4" "SLX1B-SULT1A4" 0.461730947654303
"ZNF252P" "ZNF252P" 0.461533517809055
"BX640514.2" "BX640514.2" -0.461496714261673
"ABHD5" "ABHD5" 0.461489470695617
"COMMD3" "COMMD3" -0.461046189534241
"LINC02577" "LINC02577" 0.46097926677243
"GOLGA2P10" "GOLGA2P10" 0.460794782178603
"PLEKHA8" "PLEKHA8" 0.460577926631612
"ZNF175" "ZNF175" 0.460495678498034
"PHLPP2" "PHLPP2" 0.46039041651537
"AC011448.1" "AC011448.1" 0.460339576505673
"TRAF3IP2" "TRAF3IP2" -0.459874871542717
"RRBP1" "RRBP1" -0.45964805378024
"ZFPM1" "ZFPM1" 0.459500285017103
"KCNAB1" "KCNAB1" 0.459238132098282
"TMED7" "TMED7" -0.459198369019227
"GTF2IP12" "GTF2IP12" 0.459188590486308
"TSSK6" "TSSK6" 0.459091878081967
"AC011446.1" "AC011446.1" 0.459090301984667
"NIPA1" "NIPA1" 0.459009415756554
"ZCWPW1" "ZCWPW1" 0.458862995449036
"EXOC6B" "EXOC6B" 0.458783124674308
"ZMYM1" "ZMYM1" -0.458767312493492
"FP565260.6" "FP565260.6" -0.458539879308036
"CD52" "CD52" 0.458397809172202
"DNAJC5" "DNAJC5" 0.458379550531899
"LIMD1-AS1" "LIMD1-AS1" -0.458153941161483
"SENP3-EIF4A1" "SENP3-EIF4A1" -0.458130510294258
"ZSCAN29" "ZSCAN29" 0.458096157635788
"SIRT7" "SIRT7" 0.457909597918666
"ZNF300" "ZNF300" 0.457890751118257
"TMEM243" "TMEM243" 0.457666765172643
"SNRNP35" "SNRNP35" -0.457496555669802
"TIGD7" "TIGD7" -0.45731148127641
"TYW1" "TYW1" -0.45729818535319
"PLEC" "PLEC" 0.456730609093374
"TBCB" "TBCB" 0.456543996003109
"AL162231.1" "AL162231.1" -0.456401195410717
"TRIB1" "TRIB1" 0.456119089782297
"KLHL25" "KLHL25" 0.456118065731229
"AC009133.6" "AC009133.6" -0.456089687510376
"STK11IP" "STK11IP" 0.456003465983561
"AC135050.1" "AC135050.1" 0.45598441426007
"TAB3" "TAB3" 0.455959035606679
"SLC6A12" "SLC6A12" -0.455786427161368
"ATP5MK" "ATP5MK" 0.455784666537168
"FTH1P7" "FTH1P7" 0.455783104970531
"IRF7" "IRF7" -0.455738897764335
